"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"24","TC0100007449.hg.1","SH3BGRL3","83442","SH3 domain binding glutamate rich protein like 3",0.590541122851775,7.90754326456166,2.49966497113235,0.0213374905669622,0.0491260971283118,-4.3853199139822
"25","TC0100007463.hg.1","HMGN2","3151","high mobility group nucleosomal binding domain 2",1.22972138418092,10.4052389805937,6.31465632526669,3.81224742097035e-06,3.99337229843726e-05,4.14703225670591
"26","TC0100007477.hg.1","ARID1A","8289","AT-rich interaction domain 1A",1.15039884160969,8.23826553653001,4.91804566509036,8.51018931323536e-05,0.000517768416823649,1.01619291101611
"27","TC0100007484.hg.1","ZDHHC18","84243","zinc finger DHHC-type containing 18",0.146090133708407,7.76451254645745,0.607411130499026,0.550475618431795,0.652175566361108,-7.02976026528967
"28","TC0100007486.hg.1","SFN","2810","stratifin",0.0723111489458432,6.52784220243582,0.218348752654864,0.829390244136087,0.878535079009399,-7.19586626324409
"29","TC0100007512.hg.1","GPR3","2827","G protein-coupled receptor 3",0.77410837248746,5.55855520345554,2.84582655286107,0.0100497585528412,0.0264227042019618,-3.67654421264738
"30","TC0100007556.hg.1","PHACTR4","65979","phosphatase and actin regulator 4",1.02228404019053,7.21819327823201,4.33303159247857,0.00032900009062801,0.00160852209039882,-0.334951387596583
"31","TC0100007573.hg.1","OPRD1","4985","opioid receptor delta 1",0.574901756606189,6.17059141830693,2.4975986265593,0.0214316120380408,0.0492937723478036,-4.38941579094683
"32","TC0100007574.hg.1","EPB41","2035","erythrocyte membrane protein band 4.1",0.365910855625664,7.82131417240594,1.55060706707134,0.136819738463257,0.223526954511249,-6.03543481262002
"33","TC0100007638.hg.1","SERINC2","347735","serine incorporator 2",-0.753012132697179,6.89722912881175,-3.43231605820804,0.00266410731962225,0.00895774647048005,-2.39707374865909
"34","TC0100007645.hg.1","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",-0.235961304157896,5.09460855062022,-0.839037525832306,0.411455767901318,0.521642991616403,-6.85934556810032
"35","TC0100007690.hg.1","RBBP4","5928","RB binding protein 4, chromatin remodeling factor",0.600596241085265,8.9667773772446,3.49758625396254,0.00229212823047351,0.0078611508941425,-2.25037598993804
"36","TC0100007716.hg.1","ZNF362","149076","zinc finger protein 362",0.24324128013371,7.01133119462173,1.03485473231135,0.313200980708817,0.424757041793153,-6.67588309053525
"37","TC0100007765.hg.1","ZMYM4","9202","zinc finger MYM-type containing 4",0.319120942348288,8.24023155345745,1.68659056076516,0.10736225683104,0.183970114407001,-5.83246926122932
"38","TC0100007789.hg.1","AGO3","192669","argonaute RISC catalytic component 3",-0.0535436295943263,7.07147197088795,-0.147079620319972,0.88455523694411,0.918889555093388,-7.20944968839748
"39","TC0100007858.hg.1","UTP11","51118","UTP11 small subunit processome component",0.402049838531322,8.14047120925658,1.85709054572088,0.0782251973933164,0.142929228070661,-5.56025736973577
"40","TC0100007884.hg.1","AKIRIN1","79647","akirin 1",-0.356435215278367,8.56643725771643,-2.00279919175538,0.0590702022565423,0.113766654096419,-5.31318565752365
"41","TC0100007886.hg.1","NDUFS5","4725","NADH:ubiquinone oxidoreductase subunit S5",0.51547946084413,10.1359462910159,2.18809172616231,0.040818732174974,0.0839212832904662,-4.98152691706898
"42","TC0100007920.hg.1","PPIE","10450","peptidylprolyl isomerase E",-0.105534330587512,7.96834917164712,-0.461454477114089,0.64949763246418,0.736510908231485,-7.11008591452025
"43","TC0100007943.hg.1","RLF","6018","rearranged L-myc fusion",0.42282863932263,8.30945880178825,2.49008051254334,0.021777352444994,0.0498722111884435,-4.40430325778694
"44","TC0100007949.hg.1","ZMPSTE24","10269","zinc metallopeptidase STE24",-0.0952212324169732,8.65423596248483,-0.49164393467066,0.62837255645343,0.717972503399795,-7.09522376269073
"45","TC0100007954.hg.1","SMAP2","64744","small ArfGAP2",-0.0747019594469025,7.88466406054178,-0.293252797433374,0.772377853160813,0.836321202089467,-7.17591200596308
"46","TC0100007968.hg.1","NFYC","4802","nuclear transcription factor Y subunit gamma",-0.591055147352274,8.38233099745657,-2.99799243686429,0.00715788283385085,0.0201833115229777,-3.35260497289807
"47","TC0100008033.hg.1","ERMAP","114625","erythroblast membrane associated protein (Scianna blood group)",-0.497130503931817,4.7655735183921,-1.20603439897547,0.242006573583584,0.347331195192807,-6.48752654000096
"48","TC0100008057.hg.1","CDC20","991","cell division cycle 20",0.416040530383338,9.02615265882797,1.94246653963303,0.0664279809097804,0.125177676683876,-5.41702800853241
"49","TC0100008066.hg.1","PTPRF","5792","protein tyrosine phosphatase receptor type F",1.03038506580403,7.80573109923212,5.11161518446527,5.46780581007542e-05,0.000360112957334981,1.46025725996873
"50","TC0100008073.hg.1","KDM4A","9682","lysine demethylase 4A",-0.955223886261978,7.58329911210745,-4.49924291662003,0.000223652558411509,0.00116611638000595,0.0496157375332915
"51","TC0100008079.hg.1","IPO13","9670","importin 13",-0.558088541092018,6.34816563641642,-2.17073822084728,0.0422796758845227,0.0865029691284297,-5.01336647913213
"52","TC0100008081.hg.1","ATP6V0B","533","ATPase H+ transporting V0 subunit b",-0.798745814998629,8.22296687966974,-3.36286206087749,0.00312509810607228,0.0102183645699962,-2.55241480644491
"53","TC0100008090.hg.1","DMAP1","55929","DNA methyltransferase 1 associated protein 1",-0.662767476586101,7.17969534970848,-2.75866729306194,0.0121802422068978,0.0311571941535564,-3.8589476175096
"54","TC0100008114.hg.1","UROD","7389","uroporphyrinogen decarboxylase",-0.154591815415575,8.69910480436402,-0.81937743907835,0.422316656624191,0.532206347351661,-6.87580643893765
"55","TC0100008121.hg.1","TOE1","114034","target of EGR1, exonuclease",-0.0431934913754217,8.3052069773306,-0.229488796662849,0.820841042311961,0.871672941721188,-7.19326627247431
"56","TC0100008124.hg.1","MMACHC","25974","metabolism of cobalamin associated C",-0.268450297170141,7.17024093412142,-1.22644311299502,0.234405723676698,0.339261800757459,-6.46339995882625
"57","TC0100008126.hg.1","AKR1A1","10327","aldo-keto reductase family 1 member A1",-1.37315742519434,7.59202545517466,-6.34910394573639,3.54130285380294e-06,3.76924878462244e-05,4.22163383483957
"58","TC0100008127.hg.1","NASP","4678","nuclear autoantigenic sperm protein",0.355621996882217,9.60272877124286,1.50811079664617,0.147304110161189,0.23689407087402,-6.0961405512587
"59","TC0100008260.hg.1","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",1.64456420166592,6.40014399597126,6.27351041345338,4.16400669495687e-06,4.28461012603359e-05,4.05773405470027
"60","TC0100008271.hg.1","RNF11","26994","ring finger protein 11",0.293615974695586,7.27613447158187,1.1561026012535,0.261387458856578,0.369001615809222,-6.54507534960804
"61","TC0100008289.hg.1","OSBPL9","114883","oxysterol binding protein like 9",-0.210623067804965,8.0454712561048,-0.901925729329903,0.377928363277591,0.487547595980843,-6.80426180833815
"62","TC0100008308.hg.1","ZFYVE9","9372","zinc finger FYVE-type containing 9",-0.274124850652946,6.52476269075456,-1.07265831143402,0.296313869536516,0.407101844496756,-6.63647735486021
"63","TC0100008315.hg.1","PRPF38A","84950","pre-mRNA processing factor 38A",-0.0164789659620972,9.07570604453885,-0.0972976802348733,0.923467343915181,0.947198449784513,-7.21580092864957
"64","TC0100008321.hg.1","GPX7","2882","glutathione peroxidase 7",0.0869145415414962,6.77333490459599,0.302100008513675,0.765723574504426,0.831059575704522,-7.17317231962953
"65","TC0100008332.hg.1","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",-0.700513433255232,8.02891176200662,-3.0123614882858,0.00693063467339199,0.0196022226865027,-3.32168209766882
"66","TC0100008334.hg.1","ZYG11A","440590","zyg-11 family member A, cell cycle regulator",0.579504107625449,4.36702794616484,1.44845379237357,0.163128914596676,0.256464133983909,-6.17909124204467
"67","TC0100008369.hg.1","LRRC42","115353","leucine rich repeat containing 42",-0.51520707702733,7.24597108433931,-2.77267567954276,0.011810929623549,0.0304098044765191,-3.829796749748
"68","TC0100008450.hg.1","PRKAA2","5563","protein kinase AMP-activated catalytic subunit alpha 2",-0.270208537721803,5.28457242103433,-0.938732587590087,0.359169805146982,0.468966778858016,-6.77032355889222
"69","TC0100008496.hg.1","FGGY","55277","FGGY carbohydrate kinase domain containing",-2.29400527720976,7.51748052203432,-10.7935796996193,9.55494463114027e-10,5.97829643813236e-08,12.5356343266628
"70","TC0100008503.hg.1","HOOK1","51361","hook microtubule tethering protein 1",-0.0742551338502491,4.56180721277588,-0.285794966522846,0.778001198452217,0.840248553495163,-7.17815874226297
"71","TC0100008517.hg.1","NFIA","4774","nuclear factor I A",1.23924406057808,7.22720152844203,4.173165119526,0.000477248191995418,0.00214321932971754,-0.704602353009646
"72","TC0100008536.hg.1","PATJ","10207","PATJ crumbs cell polarity complex component",-0.3225789546885,5.26917588218069,-0.950422888703363,0.353345872091953,0.463584978120074,-6.75928449055692
"73","TC0100008554.hg.1","USP1","7398","ubiquitin specific peptidase 1",0.257230097063138,8.92073291928729,1.49401316683044,0.150925108576193,0.241603006517824,-6.11598390290563
"74","TC0100008564.hg.1","ATG4C","84938","autophagy related 4C cysteine peptidase",-0.852755615181221,6.01638390238466,-3.65662874734622,0.0015867326785078,0.00577107015042506,-1.89038985561668
"75","TC0100008584.hg.1","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",1.00274916212702,4.7517697345623,2.84934516184008,0.0099717189608902,0.0262772104660908,-3.66913029061202
"76","TC0100008591.hg.1","PGM1","5236","phosphoglucomutase 1",1.19433323728235,7.04064361843611,4.11330087352154,0.000548633268534126,0.00241690964159182,-0.842851936934603
"77","TC0100008618.hg.1","AK4","205","adenylate kinase 4",0.290370955682707,6.31158146982262,0.94250449221167,0.357283634852316,0.467154995098887,-6.76677541458346
"78","TC0100008631.hg.1","SGIP1","84251","SH3GL interacting endocytic adaptor 1",-4.1649758424998,5.00639255033851,-14.7720111762064,3.69771106806733e-12,7.78200102052351e-10,18.0691789823674
"79","TC0100008664.hg.1","GADD45A","1647","growth arrest and DNA damage inducible alpha",-0.631142234352659,8.21065286412101,-2.4735441932408,0.0225562775969154,0.0513954553512394,-4.43696631102754
"80","TC0100008779.hg.1","ST6GALNAC3","256435","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",0.599070525104519,6.39087039819246,1.95927484638907,0.064300426073177,0.121832958500827,-5.38831246289206
"81","TC0100008797.hg.1","AK5","26289","adenylate kinase 5",-0.653262197763357,4.77988354290504,-2.06741408674736,0.0520058359651929,0.102331925422373,-5.19965768224516
"82","TC0100008807.hg.1","NEXN","91624","nexilin F-actin binding protein",-1.20577163103785,5.46905212911374,-3.72187133146231,0.00136390467891217,0.005109125132171,-1.74181933589424
"83","TC0100008815.hg.1","IFI44L","10964","interferon induced protein 44 like",-6.55677617515918,4.14814288069162,-14.7210702168943,3.93815755319928e-12,7.9276823788316e-10,18.0071850135681
"84","TC0100008816.hg.1","IFI44","10561","interferon induced protein 44",-5.46380858260538,5.38117644758689,-16.0061410064651,8.47983220977719e-13,2.80440165223346e-10,19.5118239430315
"85","TC0100008845.hg.1","ADGRL2","23266","adhesion G protein-coupled receptor L2",0.963567725380928,7.15446854272464,3.41678096197608,0.00276103968726227,0.00925008230971367,-2.43189007463228
"86","TC0100008879.hg.1","SAMD13","148418","sterile alpha motif domain containing 13",-1.30643056837308,3.46925018838163,-3.33212952115038,0.0033532452086836,0.0107966100947184,-2.62088266546203
"87","TC0100008912.hg.1","CCN1","3491","cellular communication network factor 1",-0.957059565880144,6.90807544075033,-4.26915802461667,0.000381692523755734,0.00180745755941562,-0.48270098445685
"88","TC0100008938.hg.1","LMO4","8543","LIM domain only 4",0.274150185181097,8.29498911870808,1.4530665381133,0.161857895435263,0.255245931834218,-6.17277331010924
"89","TC0100008996.hg.1","ZNF326","284695","zinc finger protein 326",-0.30636507741035,7.73676855958984,-1.5285060564257,0.14219242897861,0.23091930767133,-6.06717184132735
"90","TC0100009020.hg.1","CDC7","8317","cell division cycle 7",0.897245479357117,7.02707927626639,3.68147970158172,0.00149789805709711,0.00552171019455383,-1.8338547674834
"91","TC0100009035.hg.1","KIAA1107","23285","KIAA1107",0.240483536338914,4.0047906814376,0.644221854655435,0.526818672316455,0.630928725510912,-7.00615721368698
"92","TC0100009054.hg.1","MTF2","22823","metal response element binding transcription factor 2",-0.345461500951732,8.03312790136179,-1.85677173885786,0.0782724955367549,0.142959232479359,-5.5607838191843
"93","TC0100009056.hg.1","CCDC18","343099","coiled-coil domain containing 18",0.360346547525666,5.70574607492488,1.66130730389317,0.11239121188695,0.191032052509757,-5.87118711931751
"94","TC0100009061.hg.1","DR1","1810","down-regulator of transcription 1",-0.564528390672976,8.56139196705722,-3.28884936714181,0.00370240985081244,0.0117251420035989,-2.71700819198258
"95","TC0100009109.hg.1","SLC44A3","126969","solute carrier family 44 member 3",-0.423620339891799,4.08730219320395,-1.34451396855352,0.193971332273865,0.292536569520519,-6.31709161310362
"96","TC0100009112.hg.1","LOC729970","729970","hCG2028352-like",-1.0852719322575,4.96931965287515,-3.14729237410714,0.00511077934307641,0.0153157982902549,-3.02876550664501
"97","TC0100009142.hg.1","PTBP2","58155","polypyrimidine tract binding protein 2",0.0530335019360404,7.69764437170987,0.192257088912584,0.849497312992224,0.892482995042886,-7.20145178647475
"98","TC0100009183.hg.1","PALMD","54873","palmdelphin",-3.47903257608123,6.61335327814538,-10.3227926241529,2.03563143927999e-09,1.03571138064465e-07,11.7740554275785
"99","TC0100009191.hg.1","AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",-0.734307383420699,6.28730910041313,-3.16254450846723,0.00493694729098676,0.0149204085882955,-2.99538249771144
"100","TC0100009199.hg.1","MFSD14A","64645","major facilitator superfamily domain containing 14A",-0.711051844467448,8.16364883408346,-2.88376839337251,0.00923826633866193,0.024707384187586,-3.59640012748833
"101","TC0100009226.hg.1","SLC30A7","148867","solute carrier family 30 member 7",-0.842466844390561,7.46949428865467,-3.17983751030849,0.00474680812851799,0.0144305460505832,-2.95746947214025
"102","TC0100009241.hg.1","S1PR1","1901","sphingosine-1-phosphate receptor 1",-0.75576538562295,6.59429617125131,-2.59788887787024,0.0172856580891414,0.0414996822026508,-4.18865024929067
"103","TC0100009305.hg.1","PRMT6","55170","protein arginine methyltransferase 6",-0.510645104750705,5.96374708750159,-1.90197021433849,0.0718120858530999,0.132995982999941,-5.48551935411353
"104","TC0100009364.hg.1","CSF1","1435","colony stimulating factor 1",-2.94806416252805,5.02133514452804,-8.42727405040883,5.55020880648228e-08,1.37999189578668e-06,8.43262302506073
"105","TC0100009428.hg.1","DDX20","11218","DEAD-box helicase 20",-0.107210039298695,6.29260826881428,-0.475854200117837,0.639382068730759,0.728250671149671,-7.10311175685563
"106","TC0100009441.hg.1","CTTNBP2NL","55917","CTTNBP2 N-terminal like",-0.321921063465343,7.07765778867283,-1.35356858614858,0.191112597358959,0.28973520817681,-6.30540666862265
"107","TC0100009442.hg.1","WNT2B","7482","Wnt family member 2B",-0.360345008800012,4.1077619975898,-0.747447061105264,0.463571414473139,0.573120333514188,-6.93290928905115
"108","TC0100009479.hg.1","DCLRE1B","64858","DNA cross-link repair 1B",-0.306921985730093,6.23379602059079,-0.958613684043748,0.349303856143527,0.460631402433645,-6.75147573533773
"109","TC0100009558.hg.1","PTGFRN","5738","prostaglandin F2 receptor inhibitor",-0.134487220655139,8.48757114785765,-0.627814747760486,0.537293553877512,0.640656490974216,-7.01684225206668
"110","TC0100009561.hg.1","TTF2","8458","transcription termination factor 2",0.262314405560096,6.33425942408391,0.991266017075831,0.333505848297984,0.444866631408719,-6.71974140891078
"111","TC0100009572.hg.1","TENT5C","54855","terminal nucleotidyltransferase 5C",1.00136576842621,5.7869789141065,3.53628125266221,0.00209626688704408,0.0072920478489963,-2.16310525178254
"112","TC0100009580.hg.1","WDR3","10885","WD repeat domain 3",-1.62664401189071,8.56140271980213,-9.03234264798083,1.84218457010135e-08,5.69245292855632e-07,9.54925623460342
"113","TC0100009608.hg.1","HAO2","51179","hydroxyacid oxidase 2",-0.521717493916934,4.21812499444109,-1.22450529828369,0.235119513716711,0.339824535389067,-6.4657057365149
"114","TC0100009621.hg.1","PHGDH","26227","phosphoglycerate dehydrogenase",-0.767375196084194,8.96581235376214,-3.90408100039763,0.000892984266418991,0.00363804343274671,-1.32470248833024
"115","TC0100009723.hg.1","FAM72D","728833","family with sequence similarity 72 member D",-0.0761430952346691,7.87116704309332,-0.39016242351776,0.700578519654771,0.780293131104544,-7.14151631888684
"116","TC0100009788.hg.1","BCL9","607","BCL9 transcription coactivator",-0.332127317541708,6.7719887011172,-1.30585853590755,0.206557188181941,0.305923300118655,-6.36623918578243
"117","TC0100009900.hg.1","CIART","148523","circadian associated repressor of transcription",0.701184812587259,4.18384114033388,2.31750787528842,0.0312976047385471,0.0675043080392005,-4.73934097261556
"118","TC0100009903.hg.1","RPRD2","23248","regulation of nuclear pre-mRNA domain containing 2",-0.41219247629989,7.64173336496078,-1.38560690094597,0.18126490021193,0.277899499331535,-6.26354076530231
"119","TC0100009908.hg.1","ECM1","1893","extracellular matrix protein 1",-1.67141295410843,6.12272808299429,-4.71310247619423,0.000136365144173126,0.000773738501864671,0.543918964990628
"120","TC0100009938.hg.1","MLLT11","10962","MLLT11 transcription factor 7 cofactor",-3.83100144167235,8.34696461607168,-17.8384627039934,1.13100166740242e-13,7.48076817153315e-11,21.4627265344994
"121","TC0100009939.hg.1","GABPB2","126626","GA binding protein transcription factor subunit beta 2",-0.199749229384059,5.65969025975033,-0.657376477844143,0.518502054574223,0.623170794996501,-6.99739951733706
"122","TC0100010046.hg.1","SNAPIN","23557","SNAP associated protein",0.0465001175973345,6.88382936970336,0.222480781364798,0.826216600413851,0.87597500799545,-7.19491689825927
"123","TC0100010068.hg.1","HAX1","10456","HCLS1 associated protein X-1",-0.638797331777813,7.26326406869388,-2.32049884304058,0.0311039826689971,0.0672241238544614,-4.73364823865007
"124","TC0100010075.hg.1","ATP8B2","57198","ATPase phospholipid transporting 8B2",-1.47915977330838,6.00783766507038,-4.30692480444993,0.000349591264956497,0.00168604953827977,-0.395346902954008
"125","TC0100010104.hg.1","ZBTB7B","51043","zinc finger and BTB domain containing 7B",-0.749841683774033,6.01052773968967,-2.83149411918709,0.0103737259791561,0.0271818626392149,-3.7067040446481
"126","TC0100010111.hg.1","EFNA1","1942","ephrin A1",0.270962916840819,4.87598419847668,0.693843376774153,0.495834058762933,0.603345547397832,-6.97223758628348
"127","TC0100010112.hg.1","SLC50A1","55974","solute carrier family 50 member 1",-1.38322760726656,6.33417219822854,-5.08977868602021,5.74669768175296e-05,0.000375278000938169,1.41027913636813
"128","TC0100010149.hg.1","RAB25","57111","RAB25, member RAS oncogene family",2.15499590041328,4.29563399437423,5.86471065805996,1.01235524664456e-05,8.9110357261679e-05,3.15966829371402
"129","TC0100010152.hg.1","LMNA","4000","lamin A/C",-0.441143053237884,9.09176339582304,-2.32444376974594,0.0308502972995834,0.0668589377727601,-4.72613343157759
"130","TC0100010167.hg.1","TSACC","128229","TSSK6 activating cochaperone",-1.50319154040729,4.7128675951378,-6.83972060414481,1.26022761220276e-06,1.65293310042459e-05,5.26785838016803
"131","TC0100010185.hg.1","NAXE","128240","NAD(P)HX epimerase",-1.21270237983418,8.39779849283359,-5.58606909138696,1.87620143641508e-05,0.000150812719628504,2.53701346980931
"132","TC0100010193.hg.1","PRCC","5546","proline rich mitotic checkpoint control factor",-0.304337419330483,8.13507017939532,-1.51664878243472,0.145146093313336,0.234237160000261,-6.08405093247699
"133","TC0100010218.hg.1","KIRREL1","55243","kirre like nephrin family adhesion molecule 1",-1.13073513699265,6.13049676632547,-3.73938085379115,0.0013095774044196,0.00493757604435077,-1.70186906228726
"134","TC0100010244.hg.1","IFI16","3428","interferon gamma inducible protein 16",-3.57819253257779,7.1700337262829,-8.44966078611201,5.32383932506702e-08,1.34743248622517e-06,8.47480492950787
"135","TC0100010267.hg.1","DUSP23","54935","dual specificity phosphatase 23",0.117594303428236,5.92997075142442,0.407269137805536,0.688176069810771,0.770985587050731,-7.13444601023961
"136","TC0100010280.hg.1","KCNJ9","3765","potassium inwardly rectifying channel subfamily J member 9",-0.0781484401252088,4.62900688511769,-0.274249076095377,0.78673167034759,0.846321476233584,-7.18152380456041
"137","TC0100010281.hg.1","ATP1A2","477","ATPase Na+/K+ transporting subunit alpha 2",-1.49109484845386,6.8489328305677,-5.75225597742659,1.29719678427128e-05,0.000109200383839564,2.90934075046879
"138","TC0100010301.hg.1","VANGL2","57216","VANGL planar cell polarity protein 2",-0.958967098883276,6.61676518106182,-4.77297178880899,0.000118783795905639,0.000691784874268062,0.682065043577189
"139","TC0100010335.hg.1","USP21","27005","ubiquitin specific peptidase 21",-0.764121618221922,7.43220082596505,-3.06600851989483,0.00614224805076833,0.0178186769893843,-3.20575856480901
"140","TC0100010365.hg.1","FCRLA","84824","Fc receptor like A",-0.317305378544359,7.34352333573179,-1.51970088881286,0.144381012108232,0.233572357114295,-6.07971611211155
"141","TC0100010387.hg.1","DDR2","4921","discoidin domain receptor tyrosine kinase 2",-0.251377491403365,6.79399982435398,-1.06038592232447,0.301722709487007,0.413062136287653,-6.64940820209262
"142","TC0100010454.hg.1","MGST3","4259","microsomal glutathione S-transferase 3",-0.519094161024067,7.60961703638894,-1.79856340818104,0.0873387201735383,0.155589947827427,-5.65582952372649
"143","TC0100010497.hg.1","DUSP27","92235","dual specificity phosphatase 27, atypical",-1.32375442744662,5.54640471011205,-4.20105239600327,0.000447248434596139,0.0020401578839213,-0.640160546096235
"144","TC0100010499.hg.1","POU2F1","5451","POU class 2 homeobox 1",-0.0538085076763579,8.23223059894864,-0.216746118298666,0.830621973534888,0.879638549283287,-7.19622971375763
"145","TC0100010518.hg.1","DCAF6","55827","DDB1 and CUL4 associated factor 6",-1.20405281269329,8.15940625194366,-5.73565652554889,1.34571643464667e-05,0.000112670291002063,2.87227697692644
"146","TC0100010543.hg.1","ATP1B1","481","ATPase Na+/K+ transporting subunit beta 1",-2.02253751764017,8.34903603511205,-10.3319247247335,2.00552212541513e-09,1.03172971563023e-07,11.7890737389209
"147","TC0100010553.hg.1","C1orf112","55732","chromosome 1 open reading frame 112",0.328996546181111,6.04693428226865,1.05974339281713,0.302007831531425,0.413208114654402,-6.65008155143433
"148","TC0100010565.hg.1","GORAB","92344","golgin, RAB6 interacting",-0.901749103581016,6.07665735080444,-2.98063925308169,0.00744192444060147,0.0207692044363983,-3.38987649375407
"149","TC0100010571.hg.1","PRRX1","5396","paired related homeobox 1",-1.70443844192252,5.97442520440244,-7.79566001573101,1.84635295652416e-07,3.59185470113733e-06,7.21456860052162
"150","TC0100010621.hg.1","C1orf105","92346","chromosome 1 open reading frame 105",-0.99462118708079,6.5136417296768,-3.34500854913788,0.00325571566210336,0.0105600969325635,-2.59221077604858
"151","TC0100010661.hg.1","DARS2","55157","aspartyl-tRNA synthetase 2, mitochondrial",-0.30174832812768,7.16683082226282,-1.19366703343341,0.246702628433892,0.352649944318901,-6.50197693457117
"152","TC0100010664.hg.1","ZBTB37","84614","zinc finger and BTB domain containing 37",-0.474158464845749,5.4166362438642,-1.83722614138099,0.0812205358949564,0.147067298081208,-5.5929381047711
"153","TC0100010755.hg.1","RALGPS2","55103","Ral GEF with PH domain and SH3 binding motif 2",-0.966879670646504,7.00864006498549,-4.47449557900822,0.000236865602166839,0.00122534942796924,-0.00763670455252186
